word_en_translate,object_id,names,image_id,synsets,merged_object_ids,height,width,x_koor,y_koor
owner,2251466,owner,2345637,owner.n.01,,332,280,220,0
owner,2418549,owner,2346417,owner.n.01,,80,32,468,195
owner,3085260,owner,2351053,owner.n.01,,17,48,440,313
owner,842581,owner,2353866,owner.n.01,,15,99,1,360
owner,3778230,owner,2354114,owner.n.01,,32,24,316,121
owner,3567587,owner,2355579,owner.n.01,,58,35,357,56
owner,3324258,owner,2355579,owner.n.01,,74,47,214,122
owner,3567585,owner,2355579,owner.n.01,,91,36,144,199
owner,3324256,owner,2355579,owner.n.01,,40,19,438,0
owner,3324257,owner,2355579,owner.n.01,,56,31,360,57
owner,3567586,owner,2355579,owner.n.01,,72,43,216,125
owner,824342,owner,2356027,owner.n.01,,33,135,0,299
owner,824172,owner,2356037,owner.n.01,824171,8,35,449,322
owner,611611,owner,2369411,owner.n.01,611606,138,324,0,192
owner,2569229,owner,2369678,owner.n.01,,14,109,365,299
owner,3683652,owner,2376670,owner.n.01,,52,57,247,111
owner,449908,owner,2395889,owner.n.01,,24,13,475,16
owner,1105208,owner,2405945,owner.n.01,,62,169,302,92
owner,4006848,owner,2325389,,4006866,148,173,327,0
owner,3602142,owner,2413136,owner.n.01,,114,70,0,0
owner,3828232,pet owner,2390135,,,40,144,244,1
owner,429024,candle owner,2398001,,,36,31,309,358
information,4315518,information,1710,,,32,50,257,183
information,1894178,information,2360285,information.n.01,,267,241,0,0
information,802645,information,2358450,information.n.01,,28,118,373,36
information,2283790,information,2357875,information.n.01,,89,146,113,263
information,808578,information,2357799,information.n.01,,30,47,398,179
information,3041197,information,2357377,information.n.01,1779620,96,150,295,38
information,3557964,information,2356957,information.n.01,,49,89,412,239
information,3746968,information,2363179,information.n.01,,17,51,205,193
information,1861228,information,2353762,information.n.01,,17,16,204,125
information,2037982,information,2351970,information.n.01,,47,200,167,422
information,3897540,information,2351407,,,110,113,377,118
information,3899938,information,2350688,,,26,57,81,399
information,1979833,information,2350544,information.n.01,,312,375,0,188
information,3900932,information,2350348,,,91,184,191,235
information,2344020,information,2349646,information.n.01,,32,61,104,136
information,3583769,information,2352372,information.n.01,,5,54,91,119
information,2429211,information,2364095,information.n.01,,40,11,274,125
information,3888218,information,2364713,information.n.01,,23,76,254,47
information,2470782,information,2367791,information.n.01,,9,35,320,125
information,1672545,information,2377245,information.n.01,,146,128,66,140
information,2470175,information,2377197,information.n.01,"2305945 , 2470172",25,128,40,86
information,2771799,information,2376630,information.n.01,,53,69,422,261
information,722238,information,2375440,information.n.01,,16,29,199,371
information,2287421,information,2375230,information.n.01,,23,130,22,177
information,724743,information,2374850,information.n.01,,133,88,206,147
information,726003,information,2374575,information.n.01,,19,60,245,213
information,3859147,information,2370341,information.n.01,,85,33,318,197
information,608924,information,2369822,information.n.01,,10,52,220,157
information,2617233,information,2369766,information.n.01,,13,309,12,466
information,3864090,information,2369314,information.n.01,,86,155,314,85
information,612931,information,2369241,information.n.01,,57,46,276,270
information,2847074,information,2367931,information.n.01,,65,87,68,77
information,4253479,information,2415334,,,14,120,377,315
information,1790583,information,2367928,information.n.01,,22,105,146,0
information,3903554,information,2349337,,,132,189,66,17
information,555437,information,2379055,information.n.01,,171,355,145,40
information,3600879,information,2349139,information.n.01,,139,175,150,33
information,3619675,information,2346092,information.n.01,2390095,12,9,475,81
information,1048728,information,2321049,information.n.01,,10,71,377,288
information,3944231,information,2319954,,,40,311,0,385
information,3502187,information,2319608,information.n.01,,34,59,417,148
information,1006525,information,2318861,information.n.01,,73,136,180,26
information,2819806,information,2318853,information.n.01,,12,41,281,102
information,1014578,information,2318062,information.n.01,,58,71,134,38
information,4259992,information,2322686,,,29,73,13,33
information,4251053,information,2315475,,,26,150,1,305
information,296629,information,2414326,information.n.01,,59,83,269,441
information,299593,information,2412717,information.n.01,,34,18,417,192
information,299595,information,2412717,information.n.01,,22,31,242,71
information,299594,information,2412717,information.n.01,,23,30,387,60
i,1064260,i,594,iodine.n.01,,14,7,328,416
i,775362,i,2362308,iodine.n.01,,22,14,182,74
i,1798233,i,2364174,iodine.n.01,,20,20,312,144
i,3887713,i,2364810,iodine.n.01,,7,2,203,429
i,616667,i,2368692,iodine.n.01,,28,8,395,177
i,2275243,i,2372880,iodine.n.01,,16,35,286,224
i,1704599,i,2377728,iodine.n.01,,65,19,128,133
i,3614925,i,2378286,iodine.n.01,,18,10,268,99
i,551356,i,2379660,iodine.n.01,,9,2,289,410
i,1352569,i,2379939,iodine.n.01,,24,6,214,14
i,3831056,i,2382709,,,15,10,429,73
i,527887,i,2384230,iodine.n.01,,146,38,70,152
i,688576,i,2385344,iodine.n.01,,16,11,356,173
i,1280285,i,2387013,iodine.n.01,,21,6,237,211
i,1264681,i,2389028,iodine.n.01,,47,54,98,0
i,4251128,i,2391813,,,53,29,233,35
i,1214775,i,2394036,iodine.n.01,,14,6,357,216
i,458235,i,2395052,iodine.n.01,,12,7,139,400
i,775363,i,2362308,iodine.n.01,,13,7,430,139
i,4392375,i,2395096,,,37,18,266,128
i,790932,i,2359838,iodine.n.01,,11,3,62,100
i,1659609,i,2357947,iodine.n.01,1950856,73,7,175,203
i,202967,i,2412099,iodine.n.01,,2,3,454,202
i,2936152,i,2316234,iodine.n.01,,20,5,329,253
i,3107994,i,2316446,iodine.n.01,,18,17,183,196
i,4472843,i,2320535,,,22,6,337,161
i,1047990,i,2321403,iodine.n.01,,20,8,238,224
i,2963443,i,2322477,,,13,23,135,219
i,4153874,i,2323252,,,5,5,127,136
i,4026174,i,2324776,,,18,6,294,201
i,4026181,i,2324776,,,18,6,338,200
i,2764266,i,2327930,iodine.n.01,,20,7,252,292
i,2703973,i,2328719,iodine.n.01,,13,8,339,73
i,3160584,i,2337346,iodine.n.01,,12,6,266,249
i,3493929,i,2337514,iodine.n.01,,63,50,0,247
i,914470,i,2344619,iodine.n.01,,8,7,210,174
i,3628270,i,2344961,iodine.n.01,,19,4,296,181
i,1042998,i,2345016,iodine.n.01,,11,2,115,333
i,836227,i,2354714,iodine.n.01,,14,4,328,193
i,1659613,i,2357947,iodine.n.01,,74,12,300,237
i,1186041,i,2397824,iodine.n.01,,23,6,168,57
i,1840711,i,2375252,iodine.n.01,,16,9,298,278
i,655447,i,2404948,iodine.n.01,,13,6,151,150
i,339025,i,2404710,iodine.n.01,,24,6,139,337
i,355648,i,2403208,iodine.n.01,,26,14,110,134
i,389133,i,2402502,iodine.n.01,,8,3,247,170
i,390259,i,2402356,iodine.n.01,,30,10,185,191
i,390260,i,2402356,iodine.n.01,,29,9,269,191
i,4248434,i,2403378,,,20,16,145,236
i,390261,i,2402356,iodine.n.01,,30,14,186,241
short,3304492,short,2417993,short.n.01,3561705,93,93,134,249
short,3309994,short,2374767,short.n.01,,50,41,219,149
short,1930556,short,2374805,,"3718155 , 1976079",31,35,229,244
short,724837,short,2374830,short.n.01,,30,36,37,70
short,2768165,short,2341939,short.n.01,,45,49,283,214
short,2236746,short,2374917,short.n.01,,55,66,231,180
short,3655771,short,2341357,short.n.01,,76,110,234,167
short,1805231,short,2375589,,,111,94,280,174
short,2218991,short,2340820,short.n.01,,78,72,62,238
short,4564421,short,2340624,,,188,172,160,312
short,579747,short,2375740,short.n.01,,62,117,20,85
short,1746606,short,2375871,,,60,63,225,157
short,1746607,short,2375871,,,58,68,366,171
short,578159,short,2375912,short.n.01,,20,20,475,170
short,2779149,short,2376070,short.n.01,,22,11,263,198
short,2644775,short,2376103,short.n.01,,77,43,337,176
short,720611,short,2376160,short.n.01,,71,59,225,261
short,3429724,short,2340369,short.n.01,,19,30,164,209
short,2530834,short,2376583,short.n.01,,19,32,384,309
short,3337768,short,2376583,short.n.01,,10,15,273,67
short,3409404,short,2376811,short.n.01,,36,29,181,306
short,3680616,short,2377090,short.n.01,,93,152,148,282
short,725421,short,2374711,short.n.01,,50,58,75,253
short,2016976,short,2377133,short.n.01,,86,111,293,219
short,922384,short,2343551,short.n.01,,16,21,177,141
short,3360146,short,2344065,short.n.01,,66,71,398,164
short,2347587,short,2346529,short.n.01,,64,88,195,231
short,604416,short,2370405,short.n.01,,10,12,310,230
short,1773250,short,2346008,,,46,46,130,145
short,1971305,short,2345849,short.n.01,,32,30,269,90
short,741070,short,2370792,short.n.01,741095,29,23,230,146
short,600837,short,2370930,short.n.01,,10,12,144,301
short,2577356,short,2370954,short.n.01,"2095339 , 2583145 , 1796909",187,117,0,1
short,595726,short,2371827,short.n.01,,132,119,74,216
short,595270,short,2371914,short.n.01,,55,60,107,251
short,2321868,short,2344958,short.n.01,,88,78,153,57
short,3175540,short,2344838,short.n.01,,44,80,202,153
short,3734287,short,2372402,short.n.01,2446114,72,71,206,312
short,915378,short,2344494,short.n.01,,25,37,165,139
short,2218957,short,2344278,short.n.01,2854118,78,42,231,249
short,916877,short,2344245,short.n.01,,94,60,220,268
short,1659529,short,2373151,short.n.01,,38,56,387,232
short,2569905,short,2373211,short.n.01,,37,58,186,135
short,3218454,short,2344091,,,25,30,223,180
short,2600707,short,2344066,,,27,64,289,183
short,1814797,short,2373757,,,103,115,228,7
short,1824837,short,2373915,,,27,61,297,177
short,3062146,short,2344034,short.n.01,3915871,57,46,313,150
short,2016977,short,2377133,short.n.01,,33,33,360,230
short,2321471,short,2338766,short.n.01,,30,38,99,301
ok,1284610,ok,2386591,oklahoma.n.01,,12,11,235,171
ok,582783,ok,2375347,oklahoma.n.01,,7,9,162,83
ok,856372,ok,2352065,oklahoma.n.01,,8,10,340,243
ok,3800040,ok,2413992,oklahoma.n.01,161935,27,27,367,120
ok,3774512,bikes ok,2355550,bicycle.n.01,,12,50,266,186
ok,614380,ok button,2369051,button.n.01,,25,21,342,434
ok,2628659,ok button,2354558,button.n.01,,6,16,421,110
ok,2370153,ok button,2348463,button.n.01,,13,30,238,90
ok,945758,ok button,2340822,button.n.01,,42,37,161,358
over,3906229,over,2348183,,,94,225,175,80
over,402570,over,2401086,over.n.01,,40,63,407,228
over,1153461,over,2400943,over.n.01,,123,118,81,152
over,662903,over,2398045,over.n.01,,14,27,472,115
over,1271522,over,2387955,stove.n.01,,124,111,1,204
over,684280,over,2386038,over.n.01,,102,126,326,142
over,1308921,over,2384474,over.n.01,,83,114,1,2
over,528676,over,2384065,over.n.01,,4,3,96,141
over,1328695,over,2382438,child.n.01,,49,26,164,192
over,706811,over,2381152,over.n.01,,8,20,352,138
over,544219,over,2380659,over.n.01,,13,31,399,10
over,3836896,over,2378189,over.n.01,,62,107,21,257
over,717005,over,2377677,over.n.01,,57,288,180,207
over,4283487,over,2417628,,,95,42,224,117
over,3781438,over,2352996,over.n.01,,104,100,382,219
over,630474,over,2366104,over.n.01,,83,133,199,146
over,631036,over,2366005,over.n.01,,53,53,303,2
over,815503,over,2357042,over.n.01,,56,87,241,72
over,936346,over,2342185,over.n.01,,15,11,288,218
over,3921713,over,2341389,,,232,254,90,86
over,1987366,over,2353429,over.n.01,,105,496,1,263
over,978377,over,2328241,over.n.01,,81,95,261,130
over,207754,over,2411885,over.n.01,,48,273,85,3
over,203896,over,2412055,over.n.01,,35,25,65,192
over,202504,over,2412119,over.n.01,,24,36,335,220
over,363028,over,2409980,over.n.01,,51,39,306,148
over,3802777,over,2412863,over.n.01,,48,90,84,162
over,242740,over,2409392,over.n.01,,127,197,264,73
over,949715,over,2339863,over.n.01,,143,144,119,147
over,3945141,over,2319587,,,36,182,94,157
over,4300282,over,2412947,,,84,46,260,140
over,386190,over,2402806,over.n.01,,39,36,284,167
over,4523119,over hang,2388030,,,204,158,318,3
over,809164,over hang,2357745,,,23,310,189,118
over,3866779,over pass,2368836,dad.n.01,,69,453,10,78
over,1800835,over pass,2368836,dad.n.01,,178,432,0,86
over,3856897,over hang,2370754,,,94,174,205,1
over,2380333,bent over,2370973,bent.n.01,,160,126,45,82
over,588322,over pass,2373635,dad.n.01,,30,57,281,142
over,1741311,pull over,2352510,,,121,87,90,62
over,579762,bent over,2375740,bent.n.01,,102,144,2,63
over,1248607,over hang,2390623,,,53,57,418,92
over,3601840,over hang,2348994,,,6,9,72,274
over,664404,over hang,2396829,,,90,88,0,80
over,893158,arms over,2347138,arm.n.01,,30,76,257,383
over,1858137,over pass,2378431,dad.n.01,,97,498,0,33
over,1232053,over pole,2392264,pole.n.01,,236,192,70,23
over,156490,over road,2414523,road.n.01,,83,240,92,277
over,4247535,over hang,2315654,,,56,140,194,38
over,366913,pull over,2407451,,,90,151,286,222
half,2524205,half,2373269,one-half.n.01,,278,138,360,26
half,169114,half,2413650,one-half.n.01,169115,185,271,205,287
half,2553599,half,2378641,one-half.n.01,,96,141,231,99
half,559482,half,2378478,one-half.n.01,,189,376,82,0
half,561384,half,2378201,one-half.n.01,,120,130,188,120
half,562555,half,2378034,one-half.n.01,,359,313,19,87
half,3980245,half,2414478,,,73,88,7,12
half,572378,half,2376496,one-half.n.01,572372,120,195,89,143
half,577894,half,2375938,one-half.n.01,,46,88,175,31
half,558087,half,2378706,one-half.n.01,,51,63,207,25
half,3114927,half,2320396,one-half.n.01,,122,290,182,17
half,3852403,half,2372699,one-half.n.01,,262,95,359,113
half,2918434,half,2315410,one-half.n.01,,169,300,21,270
half,3863582,half,2369419,one-half.n.01,,280,208,215,129
half,3868547,half,2368534,one-half.n.01,,137,120,167,307
half,3869848,half,2368308,one-half.n.01,,174,181,106,177
half,4497617,half,2315607,,,192,129,179,116
half,2408970,half,2365726,one-half.n.01,,30,16,234,170
half,632994,half,2365597,one-half.n.01,,52,81,155,92
half,734992,half,2372887,one-half.n.01,,150,98,252,59
half,1364052,half,2378835,one-half.n.01,,72,72,274,97
half,554706,half,2379142,one-half.n.01,,29,92,132,223
half,550462,half,2379768,one-half.n.01,,35,61,368,158
half,447083,half,2396196,one-half.n.01,,148,182,188,0
half,447066,half,2396196,one-half.n.01,,197,208,86,33
half,205819,half,2411969,one-half.n.01,,224,258,18,234
half,3117169,half,2412408,one-half.n.01,,158,334,85,5
half,460322,half,2394860,one-half.n.01,,44,39,274,227
half,460324,half,2394860,one-half.n.01,,67,84,264,214
half,471461,half,2393581,one-half.n.01,,274,443,0,0
half,1231822,half,2392288,one-half.n.01,,57,62,398,177
half,3166853,half,2412408,one-half.n.01,,172,405,58,162
half,674086,half,2388327,one-half.n.01,,10,66,386,0
half,510530,half,2387931,one-half.n.01,,93,112,102,254
half,1284284,half,2386617,one-half.n.01,,35,60,0,276
half,684295,half,2386036,one-half.n.01,,45,27,236,323
half,524512,half,2384751,one-half.n.01,,180,190,241,114
half,646539,half,2412441,one-half.n.01,,198,86,105,170
half,1323725,half,2383103,one-half.n.01,,227,155,148,20
half,539367,half,2382409,one-half.n.01,539368,77,105,136,74
half,3726383,half,2413296,one-half.n.01,,206,435,16,127
half,1340510,half,2380982,one-half.n.01,,124,199,110,294
half,632992,half,2365597,one-half.n.01,,68,66,89,95
half,635288,half,2365295,one-half.n.01,,35,22,58,143
half,635289,half,2365295,one-half.n.01,,28,34,43,125
half,4497616,half,2315607,,,100,128,176,0
half,4098955,half,2339023,,,236,385,0,120
half,1021142,half,2317410,one-half.n.01,,76,193,177,41
half,963172,half,2335372,one-half.n.01,,163,53,314,47
half,963176,half,2335372,one-half.n.01,,153,17,483,61
look,3980582,look,2414441,,,145,185,83,71
look,3552663,look,2357577,expression.n.01,,27,111,118,94
look,641982,look,2364303,expression.n.01,,46,31,241,60
look,627928,look,2366510,expression.n.01,,39,145,347,248
look,2838312,look,2413187,expression.n.01,,36,28,144,177
look,890900,look,2347432,expression.n.01,,32,57,87,115
look,2895732,look,2355319,expression.n.01,,15,23,46,252
look,3706220,look,2337704,expression.n.01,,29,26,249,173
look,3919942,look,2342061,,,24,58,144,344
look,427879,look,2398167,expression.n.01,,25,40,167,87
look,399975,look,2401377,expression.n.01,,103,97,119,95
look,385184,look,2402903,expression.n.01,,16,17,388,129
look,3160825,look,2316317,expression.n.01,,55,32,119,77
look,4132932,look,2414441,,,21,19,80,76
look,3366928,look,2326490,expression.n.01,,22,37,267,203
look,345671,odd look,2404178,expression.n.01,,26,18,416,16
look,632155,look out,2365767,,,187,248,0,187
look,3919955,look left,2342061,,,39,98,105,329
look,711603,look left,2379754,expression.n.01,,13,51,223,280
look,574045,look right,2376305,,,63,258,70,269
look,398707,crazy look,2401506,expression.n.01,,87,138,285,13
look,1940487,sword look,2354097,,,271,500,0,30
look,878585,scared look,2348946,expression.n.01,,92,90,180,76
look,3247327,comical look,2344110,expression.n.01,,57,45,183,32
look,2608156,intense look,2367202,expression.n.01,,26,24,176,60
look,542516,intense look,2381092,expression.n.01,,16,36,107,113
look,227794,serious look,2410029,expression.n.01,,36,38,74,28
look,4602482,admiring look,2379222,,,22,20,111,90
look,732819,look hp terms,2373382,,,39,62,130,260
look,584043,sour puss look,2375138,,,55,41,235,34
look,1282689,ndicisive look,2386770,expression.n.01,,130,100,221,85
look,663704,concerned look,2397399,expression.n.01,,131,129,170,62
look,208387,windows look out,2411853,window.n.01,,194,480,19,20
look,698701,cows look at water,2382171,"cow.n.01 , water.n.01",,78,105,135,117
look,148156,determination look,2414989,,,28,23,304,64
coming,934637,spit coming,2342369,saliva.n.01,,29,33,244,412
coming,2125342,light coming,2350919,,,136,41,0,0
coming,157768,tissue is coming,2414207,tissue.n.02,,39,33,119,35
coming,151465,two busses coming,2414812,bus.n.01,,38,103,41,183
coming,942257,coming through it,2341510,,,136,147,169,37
coming,153906,shore coming tide.,2414686,"shore.n.01 , tide.n.01",,114,278,221,203
coming,291740,light coming through,2406689,,,72,46,121,152
ten,1990411,ten,2372271,ten.n.01,,20,12,236,285
ten,1053228,ten,2316537,ten.n.01,,10,10,57,188
ten,3290319,ten,2322900,ten.n.01,,9,9,240,240
ten,949046,ten,2340033,ten.n.01,,9,10,155,247
ten,4104650,ten,2341156,,,15,15,168,205
ten,3620245,ten,2346003,,,42,48,235,307
ten,769880,ten,2362939,ten.n.01,,39,51,126,115
ten,3876026,ten,2366985,ten.n.01,,9,12,172,231
ten,747156,ten,2368266,ten.n.01,,26,32,456,185
ten,2371929,ten,2370751,,,9,13,181,252
ten,158381,ten,2414179,ten.n.01,,16,16,132,155
ten,555380,ten,2379058,ten.n.01,,20,15,161,107
ten,1056485,ten,2415872,ten.n.01,,16,29,158,114
ten,1277565,ten,2387270,ten.n.01,,23,25,123,245
ten,1264677,ten,2389028,ten.n.01,,106,164,154,190
ten,1235172,ten,2391989,ten.n.01,,43,49,307,194
ten,1120729,ten,2403870,ten.n.01,,34,198,94,178
ten,272273,ten,2407865,ten.n.01,,28,38,168,109
ten,220663,ten,2410316,ten.n.01,,28,32,36,136
ten,1076737,ten key,713435,key.n.01,,59,233,363,370
ten,1159090,number ten,2400434,numeral.n.01,,31,30,65,116
ten,1778425,number ten,2359332,numeral.n.01,,34,25,220,167
ten,1909404,number ten,2355487,numeral.n.01,,31,20,314,232
ten,4122841,number ten,2332266,,,32,52,132,119
ten,171472,ten wheels,2413541,wheel.n.01,,14,12,305,221
ten,670325,roman numeral ten,2388827,roman_numeral.n.01,,4,19,86,338
ten,710702,roman numeral ten,2380430,roman_numeral.n.01,,10,12,90,228
ten,220661,ten minutes to five,2410316,minute.n.01,,65,65,102,190
per,2202625,per hour,2335436,hour.n.01,,20,63,178,264
per,157427,per chair,2414223,chair.n.01,,29,22,429,229
come,1284304,come inside,2386616,,,5,29,244,177
first name,838417,first name,2354441,name.n.01,838418,11,105,395,364
big,1205525,big,2395425,,,53,73,28,258
big,152733,big,2414746,,,205,318,0,4
big,1007001,big,2318805,,,41,72,133,151
big,1121531,big,2403780,,,27,78,310,322
big,356092,big,2403163,,,226,126,267,106
big,4263684,big,2402341,,,217,440,59,0
big,898058,big,2346577,,,125,83,70,4
big,412344,big,2399993,,,74,89,257,165
big,1048250,big,2321239,,"1048253 , 1048248",56,42,214,196
big,909579,big,2345257,,,21,53,206,110
big,4319964,big,2398367,,,20,18,124,194
big,429350,big,2397965,,,33,15,117,129
big,1187721,big,2397662,,,32,15,318,152
big,1199897,big,2396181,,,106,100,200,242
big,1221887,big,2393225,,,112,106,91,129
big,1225549,big,2392818,,,75,103,124,20
big,1241322,big,2391353,,,392,245,42,86
big,1046650,big,2324796,,,99,221,52,240
big,1271764,big,2387926,,,123,50,1,1
big,511096,big,2387793,,511079,139,170,157,34
big,511721,big,2387689,,,164,500,0,117
big,1339882,big,2381035,,,133,74,3,258
big,3918176,big,2342958,,,107,195,84,252
big,3885863,big,2365146,,,61,92,40,268
big,4033542,big,2332380,,,278,203,172,220
big,3863874,big,2369367,,,58,117,8,74
big,154572,big,2414652,,,71,113,216,163
big,158267,big,2414185,,,457,321,8,22
big,609830,big,2369702,,,25,29,102,110
big,1074623,big,150374,,"3798561 , 1074614 , 1074634 , 3798560 , 1074646",456,584,205,113
big,4425143,big,498353,,4425144,196,135,247,445
big,2969006,big,2417624,,,261,54,148,3
big,187438,big,2412758,,,117,168,268,7
big,1074632,big,150374,,1074633,108,85,351,460
big,4442593,big,1592416,,,48,77,208,360
big,210600,big,2411774,,,256,470,30,63
big,2084104,big g,2350035,gram.n.01,"2553895 , 1993163 , 2098523 , 1850684 , 3595627 , 2110719",18,16,264,215
big,208535,big a,2411847,,,14,28,209,445
big,1763433,big s,2414393,second.n.01,,8,7,200,181
big,511749,is big,2387689,,511719,44,24,351,59
big,3637739,big bag,2343640,bag.n.01,,17,17,27,170
big,2946545,big pot,2324914,pot.n.01,,120,148,350,166
big,4558117,big cow,2382010,,,247,145,34,16
big,4024049,big ben,2324836,,4024070,469,225,0,31
big,1979795,big ben,2356648,ben.n.01,,217,46,223,2
big,707955,big pot,2381018,pot.n.01,,128,121,1,136
big,529038,big toe,2384004,toe.n.01,,17,16,288,203
big,1284999,big ben,2386544,ben.n.01,,108,27,167,148
big,819482,big ben,2356547,ben.n.01,,130,30,317,169
big,258907,big ben,2408583,ben.n.01,258889,147,39,233,137
gone,1784217,gone,2365701,,,51,116,201,154
gone,855508,piece gone,2352191,piece.n.01,,38,116,51,440
another,1140095,another,2402113,,,178,212,163,92
another,3728040,another,2373306,,,17,15,51,55
another,332843,another,2405347,,,67,70,209,156
another,3888747,another,2364609,,,13,45,74,152
another,792461,another,2359560,,,325,374,0,161
another,2738726,another,2359061,,"3300096 , 1952503",132,64,121,236
another,3906884,another,2347960,,,46,58,369,310
another,3809647,another,2408182,,,10,35,75,265
another,4422237,another,2394120,,,51,124,124,356
another,342770,another,2404428,,,335,130,370,0
another,963693,another,2335175,,,199,212,0,73
another,223918,another,2410186,,,105,91,0,198
another,3943262,another,2320352,,,20,72,170,219
another,4139595,another,2320247,,,84,148,16,126
another,298029,another,2413351,,,131,32,163,54
another,180470,another,2413088,,,23,23,11,168
another,205135,another,2411999,,,127,47,274,153
another,3813643,another,2411541,,,43,117,333,34
another,4392337,another,150333,,,45,72,625,376
another,3939361,another,2326483,,,225,258,36,106
another,1255481,another,2389963,,,26,49,346,240
another,563632,another car,2377813,car.n.01,,194,193,0,180
another,407507,another car,2400605,car.n.01,,94,54,0,270
another,963088,another arm,2335394,arm.n.01,,29,14,292,372
another,4505700,another man,2415899,,,113,85,221,187
another,354198,another man,2403353,man.n.01,,251,125,338,64
another,182565,another bus,2412989,bus.n.01,182566,232,282,217,17
another,190779,another car,2412607,car.n.01,,14,32,291,131
another,1153436,another bowl,2400943,bowl.n.01,,52,60,101,221
another,325379,another room,2406274,room.n.01,,81,133,303,0
another,285130,another tray,2407124,tray.n.01,,123,184,6,90
another,399133,another tree,2401461,tree.n.01,,76,55,27,207
another,268190,another kite,2408102,kite.n.03,"268195 , 268172 , 268183",174,107,303,50
another,2769931,another bird,2339705,bird.n.01,"3928680 , 2800543 , 3195192 , 3081512 , 2484374",20,53,120,181
another,364800,another knob,2408650,knob.n.02,,39,37,343,286
another,1816815,another lady,2364961,lady.n.01,3886828,92,30,404,88
another,249307,another part,2409082,part.n.01,,343,369,4,155
another,1053230,another face,2316537,face.n.01,,92,26,151,183
another,297950,another wall,2414257,wall.n.01,,102,73,302,0
another,208155,another bear,2411866,bear.n.01,,428,278,196,48
another,953321,another girl,2338710,girl.n.01,,25,15,231,151
another,630138,another room,2366173,room.n.01,,99,494,0,3
another,1036215,another room,4232,room.n.01,,187,49,30,41
another,411189,another room,2400132,room.n.01,,52,40,2,180
another,310375,another room,2411538,room.n.01,,94,24,391,48
another,2358911,another bear,2378413,bear.n.01,"2268120 , 2158367 , 3669906 , 1997397 , 2477833 , 2671179",154,222,221,129
another,1321930,another wave,2383307,wave.n.01,"1321921 , 1321922",56,252,228,180
another,1348346,another girl,2380301,girl.n.01,,83,10,400,152
another,755264,another truck,2365951,truck.n.01,,127,31,467,87
another,1015416,another brick,2317996,brick.n.01,,35,78,124,312
easy,4376708,easy chair,4627,,,137,273,239,234
easy,1021720,easy chair,2317352,chair.n.01,,54,64,209,147
easy,785437,easy button,2360885,button.n.01,,22,26,149,117
easy,3882548,easy written,2365773,,,16,30,154,192
finished,4356051,finished,3912,,,50,403,23,0
finished,416108,finished,2399452,,,60,109,173,110
finished,835377,finished,2354806,,,68,53,27,364
finished,4684762,finished,2332948,,,26,26,358,226
day,5587,day,25,day.n.01,5588,599,798,0,0
day,1778072,day,2364611,day.n.01,,333,499,0,0
day,638516,day,2364825,day.n.01,,373,498,0,1
day,2228664,day,2364925,day.n.01,,12,28,182,89
day,757060,day,2365413,day.n.01,,375,500,0,0
day,2524805,day,2365726,day.n.01,,375,500,0,0
