lemma_en_translate,object_id,names,image_id,attributes,synsets,height,width,x_koor,y_koor
information,809658,sign,2357698,information,sign.n.02,55,50,351,159
information,822857,sign,2356177,information,sign.n.02,49,119,102,238
information,3279698,board,2356020,information,board.n.02,30,34,172,79
information,830976,signs,2355287,information,sign.n.02,42,70,29,1
information,3583625,sign,2352396,information,sign.n.02,31,79,312,190
information,867701,note,2350475,information,note.n.01,110,129,141,142
information,885469,papers,2348012,information,paper.n.01,123,167,1,118
information,2528704,booth,2346817,information,booth.n.01,102,70,19,152
information,2399082,sign,2378756,information,sign.n.02,97,407,82,16
information,3627817,sign,2345030,information,sign.n.02,83,11,98,133
information,2535449,sign,2343875,information,sign.n.02,47,50,423,107
information,3147358,information panel,2343713,information,,71,218,61,141
information,3271040,kiosk,2338785,information,booth.n.02,93,25,382,387
information,3272620,sign,2325338,information,sign.n.02,28,48,228,237
information,4017604,kiosk,2325033,information,,303,222,21,77
information,2774019,sign,2325012,information,sign.n.02,152,131,72,149
information,4159159,sign,2322988,information,,106,162,193,0
information,4222246,sign,2320873,information,,140,145,31,30
information,3945554,plaque,2319426,information,,37,42,277,403
information,3330965,poster,2317055,information,poster.n.01,82,122,4,55
information,3260265,sign,2316172,information,sign.n.02,144,150,142,119
information,3727303,information card,2411537,information,,59,156,143,374
information,2036605,card,2344868,information,card.n.01,66,78,289,174
information,1365023,label,2378770,information,label.n.01,74,85,163,138
information,3271729,plaque,2416763,information,plaque.n.01,34,73,95,382
information,156640,label,2414513,information,label.n.01,131,22,39,47
information,1247485,board,2390747,information,board.n.02,92,23,197,170
information,4110779,display,2386276,information,,44,28,391,143
information,4343245,sign,3541,information,,55,26,589,36
information,192537,kiosk,2412524,information,booth.n.02,48,43,102,215
information,1549469,information card,2449,information,,33,67,340,326
information,4343237,sign,3541,information,,145,88,467,83
information,3823281,booth,2395276,information,booth.n.01,270,156,181,56
information,688584,symbol,2385344,information,symbol.n.01,25,19,327,172
information,1549468,information card,2449,information,,43,61,5,316
information,4418937,board,498067,information,,659,541,474,22
information,2734419,information sign,2322919,of information,,96,57,397,11
information,3376277,sign/street,2342074,information sign,,401,230,70,78
information,4434470,sign,1592175,black information,,145,90,306,240
information,870666,sheet,2350052,information sheet,sheet.n.01,75,100,400,295
information,4434473,sign,1592175,white information,,54,80,300,294
information,4040247,sign,2319751,"information , blue",,27,57,130,419
information,2680097,brown sign,2351970,"brown , information",sign.n.02,31,63,167,433
information,2318286,sign,2342607,"brass , information",sign.n.02,12,30,231,287
information,4077859,signs,2324497,traffic information,,62,126,74,202
dirty,3561561,water,2417971,dirty,water.n.01,151,471,10,180
dirty,503168,train,2389698,dirty,train.n.01,277,336,161,128
dirty,1760818,wall,2351573,dirty,wall.n.01,339,233,50,1
dirty,1771739,bathtub,2351573,dirty,bathtub.n.01,126,175,115,336
dirty,1665653,tub,2351573,dirty,bathtub.n.01,129,166,100,331
dirty,2611353,toilet seat,2351564,dirty,toilet_seat.n.01,55,93,278,387
dirty,1257240,head,2389780,dirty,head.n.01,107,54,162,88
dirty,4480390,floor,2389856,dirty,,118,122,322,49
dirty,1975169,sink,2351564,dirty,sink.n.01,107,150,16,257
dirty,2453766,room,2351564,dirty,room.n.01,348,372,0,151
dirty,3588203,water,2351608,dirty,water.n.01,330,312,56,168
dirty,501387,ground,2389956,dirty,land.n.04,249,489,7,118
dirty,1864528,surface,2351564,dirty,surface.n.01,101,368,6,395
dirty,1922041,sign,2351555,dirty,sign.n.02,253,332,124,2
dirty,2421360,toilet,2351383,dirty,toilet.n.01,301,238,15,91
dirty,1252977,sink basin,2390202,dirty,,113,101,399,250
dirty,499498,snow,2390215,dirty,snow.n.01,55,62,74,369
dirty,861765,ground,2351289,dirty,land.n.04,132,498,1,200
dirty,4466433,jug,2390256,dirty,,98,84,404,55
dirty,4466046,bathroom wall,2390268,dirty,,196,335,10,39
dirty,4466043,floor,2390268,dirty,,136,309,52,233
dirty,2680532,stained seat,2351564,dirty,seat.n.01,64,98,276,382
dirty,3897923,foot,2351275,dirty,,381,128,204,75
dirty,503684,tire,2389629,dirty,tire.n.01,59,165,99,439
dirty,1259922,ground,2389523,dirty,land.n.04,178,499,1,102
dirty,2649802,windshield,2352239,dirty,windshield.n.01,25,57,49,182
dirty,2275649,wheelbarrow,2352227,dirty,barrow.n.03,123,194,119,164
dirty,855533,foot,2352188,dirty,foot.n.01,20,16,214,196
dirty,2880716,marks,2352135,dirty,mark.n.01,7,10,156,116
dirty,2880717,marks,2352135,dirty,mark.n.01,6,7,175,107
dirty,2880719,marks,2352135,dirty,mark.n.01,7,8,191,124
dirty,2880720,marks,2352135,dirty,mark.n.01,7,11,186,103
dirty,505432,dirty bowl,2389327,dirty,bowl.n.01,102,110,130,304
dirty,505421,dirty floor,2389327,dirty,floor.n.01,183,230,92,316
dirty,2178142,water,2351608,dirty,water.n.01,132,66,113,236
dirty,4497195,floor,2389361,dirty,,108,128,0,390
dirty,857194,belly,2351929,dirty,abdomen.n.01,97,181,112,101
dirty,4495703,road,2389403,dirty,,77,83,223,401
dirty,3202127,brown counter,2351846,dirty,counter.n.01,76,123,205,333
dirty,3586848,windshield,2351833,dirty,windshield.n.01,15,44,305,189
dirty,2551085,table,2351743,dirty,table.n.02,208,261,53,212
dirty,1817804,table,2351743,dirty,table.n.02,93,163,103,123
dirty,2502252,table,2351743,dirty,table.n.02,42,73,146,213
dirty,1937570,cell,2351652,dirty,cell.n.01,275,440,28,21
dirty,2455319,cell,2351652,dirty,cell.n.01,245,333,88,76
dirty,1659401,window,2351948,dirty,window.n.01,51,53,358,38
dirty,1251229,sole,2390353,dirty,sole.n.01,47,161,50,236
dirty,1707317,leg,2351275,dirty,leg.n.01,75,18,315,313
dirty,1707318,leg,2351275,dirty,leg.n.01,156,33,279,297
dirty,490863,paw,2391188,dirty,paw.n.01,86,106,24,184
i,818459,letter,2356658,i,letter.n.01,12,7,351,140
i,3774815,letter,2355423,i,letter.n.01,39,8,186,94
i,3785620,letter,2416902,i,letter.n.01,20,20,429,87
i,815868,letter,2356997,i,letter.n.01,53,12,293,151
i,2539371,roman numeral,2347925,i,roman_numeral.n.01,82,113,118,33
i,4152239,roman numeral,2363078,i,,26,19,200,213
i,3744459,letter,2363691,i,letter.n.01,34,5,387,136
i,2503358,letter,2345693,i,letter.n.01,51,41,91,191
i,2792441,letter,2376004,i,letter.n.01,45,14,195,160
i,1339139,letter,2381121,i,letter.n.01,53,24,32,284
i,3278446,letter i,2341075,i,letter.n.01,45,13,169,168
i,2975154,window,2338988,i,window.n.01,157,250,4,50
i,1297302,letter,2385400,i,letter.n.01,244,56,208,5
i,1272214,letter,2387877,i,letter.n.01,16,11,310,106
i,1251055,number,2390365,i,numeral.n.01,11,7,93,270
i,1239079,candle,2391648,i,candle.n.01,51,24,226,78
i,1253748,letter,2390118,i,letter.n.01,8,2,25,420
i,3662139,letter,2336769,i,letter.n.01,55,22,169,97
i,178326,letter,2413188,i,letter.n.01,32,11,0,384
i,4141481,roman numeral,2316437,i,,14,7,336,248
i,313168,letter,2411332,i,letter.n.01,27,10,178,379
i,4069686,letter,2316959,i,,40,10,160,198
i,4105619,letter,2405386,i,,11,3,372,155
i,1019083,letter,2317624,i,letter.n.01,50,14,238,166
i,4134405,letter,2393659,i,,19,6,386,155
i,1122818,letter,2403646,i,letter.n.01,25,10,8,314
i,2550564,roman numeral,2352202,i,roman_numeral.n.01,38,29,200,228
i,657542,letter,2403104,i,letter.n.01,7,3,368,98
i,1012809,logo,2318240,i,logo.n.01,21,19,467,281
i,389998,letter,2402384,i,letter.n.01,27,31,255,158
i,4303296,roman numeral,2332606,i,,29,18,268,237
i,4331063,letter,2397103,i,,193,255,167,142
i,4163341,sign,2322744,"i , h",,52,200,125,54
i,3596001,numeral,2349970,"i , 1",numeral.n.01,12,9,221,399
i,2420361,fence,2373319,wood i,fence.n.01,82,490,4,62
i,2497276,sky,2342284,i blue,sky.n.01,44,75,193,19
i,3692413,letter,2343929,"i , red",letter.n.01,59,12,131,234
i,2880694,roman numerals,2413155,"i , xii",numeral.n.01,12,14,245,63
i,930213,sticker,2342846,i voted,gummed_label.n.01,13,22,101,149
i,3251693,i candle,2417584,i shaped,candle.n.01,29,8,184,103
i,542366,numeral,2381167,"i , roman",numeral.n.01,55,47,324,36
i,1104909,letter,2405977,"i , white",letter.n.01,37,11,197,51
i,3943941,numeral,2320053,"roman , i",,10,7,286,115
i,4286457,roman numeral,2322356,"white , i",,15,10,221,273
i,3159251,beams,2315711,"metal , i",radio_beam.n.01,263,257,205,29
i,4286458,roman numeral,2322356,"i , white",,10,8,89,276
i,4303846,letter,2396290,"i , orange",,23,21,114,210
i,407764,letter,2400579,"d , red , i",letter.n.01,9,9,109,300
i,3152594,soup,2344040,lime white i,soup.n.01,65,64,422,117
i,3997145,hair,2325765,dark brown i,,26,30,216,83
short,2796096,hair,2333881,short,hair.n.01,22,20,410,147
short,549166,hair,2379930,short,hair.n.01,45,118,104,14
short,2476132,hair,2336234,short,hair.n.01,43,47,135,3
short,1352797,cup,2379915,short,cup.n.01,17,18,249,183
short,1353047,hair,2379895,short,hair.n.01,26,40,304,65
short,4616852,hair,2336242,short,,21,26,194,90
short,1353530,hair,2379864,short,hair.n.01,114,107,107,64
short,960692,hair,2336255,short,hair.n.01,31,42,258,96
short,4599855,ears,2336257,short,,42,131,58,31
short,549985,hair,2379833,short,hair.n.01,11,8,250,129
short,1353870,ear,2379823,short,ear.n.01,17,20,223,149
short,1354463,hair,2379778,short,hair.n.01,49,67,93,12
short,4585106,hair,2379758,short,,30,32,176,79
short,1355215,hair,2379687,short,hair.n.01,35,40,116,95
short,551346,hair,2379661,short,hair.n.01,12,26,207,95
short,1352162,hair,2379970,short,hair.n.01,54,53,63,34
short,3834787,poles,2379616,short,pole.n.01,47,30,125,133
short,4590363,hair,2379582,short,,27,34,185,110
short,2545726,hair,2336289,short,hair.n.01,30,34,208,91
short,552994,grass,2379413,short,grass.n.01,77,418,39,345
short,4596529,horn,2379402,short,,16,26,331,282
short,4596530,horn,2379402,short,,17,24,377,287
short,3835080,hair,2379371,short,hair.n.01,122,115,312,70
short,4597642,mane,2379370,short,,133,180,54,236
short,3663661,hair,2336480,short,hair.n.01,65,55,365,118
short,1358474,shirt,2379337,short,shirt.n.01,158,116,17,85
short,4614425,hair,2336486,short,,29,24,99,10
short,553959,mane,2379294,short,mane.n.01,137,163,91,103
short,3123986,short hair,2336491,short,hair.n.01,114,125,103,75
short,4590619,hair,2336526,short,,39,50,136,56
short,1359018,hair,2379271,short,hair.n.01,80,87,80,99
short,1356192,grass,2379590,short,grass.n.01,69,339,81,264
short,1352161,hair,2379970,short,hair.n.01,31,43,182,45
short,1351942,grass,2379993,short,grass.n.01,179,346,152,1
short,1351943,grass,2379993,short,grass.n.01,116,73,2,41
short,4614197,tree,2335806,short,,40,50,431,73
short,3924723,haircut,2335956,short,,155,212,12,14
short,3666044,hair,2335979,short,hair.n.01,45,60,126,101
short,545827,sleeves,2380375,short,sleeve.n.01,40,22,448,174
short,545828,sleeves,2380375,short,sleeve.n.01,33,22,212,183
short,545829,sleeves,2380375,short,sleeve.n.01,26,49,13,181
short,545830,sleeves,2380375,short,sleeve.n.01,22,13,198,183
short,545964,hair,2380362,short,hair.n.01,20,41,67,27
short,961323,beard,2336010,short,beard.n.01,10,10,137,115
short,2376251,hair,2336048,short,hair.n.01,20,25,198,342
short,1348278,trees,2380303,short,tree.n.01,111,140,0,168
short,1348297,trees,2380303,short,tree.n.01,59,281,42,226
short,1348652,hair,2380271,short,hair.n.01,36,30,134,108
short,546542,hair,2380267,short,hair.n.01,59,60,58,211
short,2820530,stairs,2336089,short,step.n.04,87,67,172,170
ok,289116,button,2406854,ok,button.n.01,18,23,223,294
ok,2267665,button,2395116,ok,button.n.01,17,15,227,337
ok,1332815,face,2381932,ok,face.n.01,35,31,177,182
ok,1349586,sign,2380192,ok,sign.n.02,31,21,427,110
ok,1852270,word,2348463,ok,word.n.01,16,15,246,89
ok,2101436,button,2334872,ok,button.n.01,55,62,256,189
ok,1296063,button,2385507,ok button,button.n.01,15,16,417,125
ok,509903,button,2388046,"circular , ok",button.n.01,19,23,192,334
ok,1349573,sign,2380192,"ok , red , white",sign.n.02,34,29,378,110
ok,1296057,button,2385507,"ok button , green",button.n.01,14,15,157,122
over,1876560,bridge,2348513,over,bridge.n.01,34,78,0,185
over,2251268,sailboat,2349698,over,sailboat.n.01,32,18,86,32
over,1878772,sign,2349819,over,sign.n.02,21,49,202,188
over,3898729,tub,2351086,over,,194,177,138,254
over,3585054,tree,2352126,over,tree.n.01,116,80,381,7
over,2376680,sign,2352485,over,sign.n.02,18,25,279,310
over,851429,cables,2352843,over,cable.n.01,95,498,1,1
over,1910861,kite,2353497,over,kite.n.03,124,143,100,76
over,3576989,cloth,2353764,over,fabric.n.01,60,97,262,153
over,2331408,power lines,2357386,over,power_line.n.01,82,197,237,20
over,3456780,head,2357418,over,head.n.01,151,190,144,69
over,2465024,bridge,2357721,over,bridge.n.01,139,209,192,191
over,1146167,awning,2401603,over,awning.n.01,26,248,131,27
over,2588021,flag,2357919,over,flag.n.01,48,13,190,59
over,2584831,flag,2357919,over,flag.n.01,45,48,270,57
over,3549877,railing,2357919,over,railing.n.01,7,67,255,245
over,873045,curtain,2349664,over,curtain.n.01,131,96,351,1
over,1977518,lights,2400636,over,light.n.02,89,64,160,127
over,2684266,cover,2348641,over,screen.n.04,35,97,224,289
over,2308631,man,2347599,over,man.n.01,42,41,238,126
over,2926522,bridge,2332711,over,bridge.n.01,155,488,7,173
over,3283749,bridge,2333836,over,bridge.n.01,37,135,331,111
over,2886660,skater,2337241,over,skater.n.01,117,128,168,133
over,2991558,awning,2337606,over,awning.n.01,153,412,50,9
over,2440891,pictures,2338589,over,picture.n.01,97,134,241,28
over,2196531,headphones,2339621,over,earphone.n.01,51,71,56,248
over,365910,gray sky,2408022,over,sky.n.01,69,217,280,2
over,2014850,faucet,2341095,over,faucet.n.01,74,43,137,279
over,2261920,fog,2341452,over,fog.n.01,92,217,281,155
over,2173614,mirror,2344676,over,mirror.n.01,236,175,38,57
over,2153599,sink,2344676,over,sink.n.01,72,135,114,323
over,2272665,cover,2345066,over,screen.n.04,20,60,363,152
over,1756903,metal beam,2346458,over,,18,105,393,105
over,3909394,roof,2346768,over,,49,106,2,255
over,2308632,arm,2347599,over,arm.n.01,9,15,262,133
over,683763,finger,2386125,over,finger.n.01,36,55,227,174
over,1160010,lamp,2400356,over,lamp.n.01,36,58,51,2
over,1807835,canopy,2357922,over,canopy.n.01,22,55,14,159
over,3545832,bag,2358360,over,bag.n.01,50,68,320,148
over,3859372,mountains,2370285,over,mountain.n.01,45,473,11,120
over,2488222,road,2370841,over,road.n.01,85,132,114,98
over,2349878,road,2370841,over,road.n.01,46,114,126,109
over,3190959,shelter,2373247,over,shelter.n.01,281,471,14,33
over,1227900,umbrella,2392614,over,umbrella.n.01,17,30,31,136
over,1948986,faucet,2373863,over,faucet.n.01,62,81,401,107
over,2296848,horn,2373868,over,horn.n.01,77,95,8,143
over,727340,street light,2374361,over,,16,21,71,8
over,573092,wire,2376409,over,wire.n.01,33,90,278,265
over,715541,black purse,2377964,over,bag.n.04,202,68,116,104
over,560098,overpass,2378369,over,overpass.n.01,60,264,180,85
half,3906169,orange,2348208,half,,44,91,125,254
half,3403771,sign,2342575,half,sign.n.02,77,175,173,252
half,2616421,hotdog bun,2342802,half,frankfurter_bun.n.01,275,295,165,31
half,538778,sandwhich,2382505,half,,142,125,172,78
half,2120257,sandwich,2343117,half,sandwich.n.01,225,359,3,4
half,2341716,chair,2343508,half,chair.n.01,180,79,143,118
half,2004904,banana,2343554,half,banana.n.01,208,107,307,57
half,2033651,cupcake,2360576,half,cupcake.n.01,35,89,168,47
half,3761172,bench,2360464,half,bench.n.01,71,69,416,181
half,738875,half of sandwich,2371637,half,sandwich.n.01,239,150,144,132
half,2502034,surf board,2360709,half,,146,211,126,241
half,1925881,doughnut,2360093,half,ring.n.02,31,73,102,301
half,2194709,sandwich,2344101,half,sandwich.n.01,355,477,20,17
half,915282,yolk,2344511,half,egg_yolk.n.01,75,89,288,159
half,2603796,water melon,2345242,half,,78,93,54,99
half,3960654,log,2322564,half,,21,42,171,272
half,3960655,log,2322564,half,,30,38,219,267
half,1117635,onion,2404220,half,onion.n.01,92,91,150,82
half,1897700,banana,2345815,half,banana.n.01,252,94,202,42
half,3910988,body,2346070,half,,251,182,54,246
half,3910489,circle,2346266,half,,36,73,264,58
half,2719683,sandwich,2344101,half,sandwich.n.01,203,273,57,9
half,4060594,roll,2406292,half,,204,298,21,229
half,738877,half of sandwich,2371637,half,sandwich.n.01,189,154,281,152
half,4216305,sandwich,2321025,half,,340,266,107,158
half,2993165,biscuit half,2415509,half,,181,119,284,120
half,2941887,half circle,2336877,half,,116,497,0,153
half,1737211,plain bagel,2362767,half,bagel.n.01,79,109,217,257
half,1660638,sandwich,2362682,half,sandwich.n.01,116,196,172,104
half,2924096,pipe,2411536,half,pipe.n.01,155,325,0,244
half,263664,donut,2408338,half,doughnut.n.02,87,123,376,73
half,1678420,lime,2375561,half,,40,57,156,400
half,2467200,donut,2339395,half,doughnut.n.02,78,201,100,326
half,2050277,remote,2339626,half,remote_control.n.01,26,32,467,162
half,3456981,moon,2339719,half,moon.n.01,44,55,378,81
half,3733290,egg,2372523,half,egg.n.01,71,105,284,134
half,3349125,orange,2340130,half,,96,111,73,122
half,3114913,sandwich,2322902,half,sandwich.n.01,133,144,8,12
half,1243025,bowl,2391185,half,bowl.n.01,36,53,169,290
half,540163,parking meter,2382257,half,parking_meter.n.01,202,69,3,97
half,3691556,lime,2375561,half,,33,55,155,401
half,2608993,carrot,2341386,half,carrot.n.01,81,47,185,220
half,3218112,sandwich,2341387,half,sandwich.n.01,249,246,152,20
half,3114914,sandwich,2322902,half,sandwich.n.01,300,418,48,52
half,1801414,grilled sandwich,2361405,half,sandwich.n.01,277,164,91,1
half,2293314,half circle,2341796,half,circle.n.01,24,44,11,35
half,4208658,fruit,2321225,half,,104,129,72,26
half,1940445,pizza,2346666,half,pizza.n.01,86,187,58,176
half,2117651,sandwich,2374371,half,sandwich.n.01,203,357,51,29
half,2489753,bread,2347048,half,bread.n.01,228,287,212,9
look,3693316,word,2375331,look,word.n.01,34,81,326,164
look,502198,elephant,2389830,look,elephant.n.01,205,261,43,52
look,3830196,people,2387576,can look,people.n.01,50,147,141,298
look,868678,directions,2350353,look left,direction.n.01,34,112,231,253
look,3022099,balconies,2328216,to look out,balcony.n.01,173,44,303,0
look,3979899,train,2414522,"gray , look",,345,498,1,4
look,3628502,sign,2344931,look both ways,sign.n.02,59,63,35,88
look,3810144,wallet,2407691,woodgrain look,wallet.n.01,129,114,161,31
look,4595694,top,2336386,stone look vanity,,88,75,1,285
look,3997780,two giraffes,2413330,look at the camera,,304,372,63,18
look,1243103,face,2391182,"giving a look , negative",face.n.01,124,109,256,120
look,2705143,food,2343554,made to look like a penguin,food.n.01,440,442,39,2
look,1251750,face,2390301,"white , showing a look , happy",face.n.01,104,70,153,123
look,3177833,kites,2333174,"collection , look like animals",kite.n.03,218,228,107,63
look,912861,girl,2344806,"standing , looking , look , little",girl.n.01,80,37,221,144
look,243145,bowl,2409372,"clear , glass , made to look floral",bowl.n.01,82,99,13,50
look,3033643,kites,2333174,"look like purple octopi , have big eyes",kite.n.03,255,405,7,42
look,295334,wall,2414437,"60's look , black , interior , white , mesmerizing",wall.n.01,260,498,0,3
look,1335269,cake,2381625,"bottom , board , m&m , m&m look , sad , multilated , ice cream",cake.n.03,217,223,135,108
look,719169,jocke,2376800,"wearig , pro , bill murray look alike , red , jea , shirt , horse , air , white",,162,77,122,43
look,561605,cat,2378178,"gray , hissing , open , vocalizing , sitting , grey , look , dark , laying , opening",cat.n.01,194,223,32,15
look,4095789,boy,2406173,"holding onto the throttle , with a very happy look on his face , dressed in a lion's costume",,326,420,49,0
look,1217674,dog,2393695,"apparent , unknowing , white , black , snarling , running , barking , showing a look , being aggressive , appearing , snapping , showing , growling",dog.n.01,152,195,55,167
ten,2024646,number,2370559,ten,numeral.n.01,9,9,131,98
ten,4201413,phones,2321405,ten,,104,460,12,10
ten,3219495,windows,2322871,ten,window.n.01,151,57,49,80
ten,4133819,kites,2326574,ten,,72,421,45,142
ten,3129938,airplane,2338830,ten,airplane.n.01,21,71,74,127
ten,947081,number,2340537,ten,numeral.n.01,49,46,163,219
ten,2728057,skier,2342079,ten,skier.n.01,152,465,7,130
ten,925431,roman number,2343288,ten,,19,20,276,187
ten,1855624,roman numeral,2349411,ten,roman_numeral.n.01,13,23,90,93
ten,3897352,oranges,2351496,ten,,189,184,244,309
ten,1804775,donut,2362767,ten,doughnut.n.02,20,40,178,72
ten,2815678,windows,2364231,ten,window.n.01,153,177,2,6
ten,3202603,vases,2367067,ten,vessel.n.01,176,385,32,155
ten,209551,number,2411813,ten,numeral.n.01,23,95,252,287
ten,4494597,cow,2389427,ten,,40,51,286,50
ten,4128161,sign,2415214,ten,,60,37,17,287
ten,1670186,people,2410418,ten,people.n.01,63,32,282,267
ten,238141,roman symbol,2409601,ten,,33,29,181,291
ten,291484,numeral,2406706,ten,numeral.n.01,25,17,128,38
ten,652318,number,2406418,ten,numeral.n.01,21,29,163,210
ten,4307082,window,1166,ten pane,,99,197,225,100
ten,1100677,bicycle,2406696,ten speed,bicycle.n.01,169,256,87,130
ten,4233167,phone number,2390631,ten digits,,33,72,71,305
ten,4408744,shirt,285913,number ten,,65,87,570,161
ten,1875552,numeral,2358807,number ten,numeral.n.01,17,52,321,52
ten,224504,rays,2410163,"ten , black",beam.n.04,52,33,270,72
ten,3889845,numeral,2363137,"roman , ten",numeral.n.01,8,11,132,302
ten,2473123,numeral,2360461,"roman , ten",numeral.n.01,15,20,195,169
ten,2340097,surfer,2395790,hanging ten,surfer.n.01,100,87,229,123
ten,1093657,plant,2408340,ten years old,plant.n.01,77,84,413,16
ten,3772086,time,2356498,fifteen to ten,clock_time.n.01,18,29,199,165
ten,542361,numeral,2381167,"roman , ten , x",numeral.n.01,57,61,41,112
ten,740374,flags,2371065,"different , ten",flag.n.01,37,126,229,79
ten,683356,number,2386185,four hundred ten,numeral.n.01,7,13,295,103
ten,721391,numeral,2375668,"ten , roman , 10",numeral.n.01,42,44,196,35
ten,1537188,bicycle,210,"black , ten speed",bicycle.n.01,91,104,210,181
ten,1282545,bicycle,2386780,"ten speed , black",bicycle.n.01,219,325,82,157
ten,3144789,bike,2317490,"ten speed , silver",bicycle.n.01,254,348,105,89
ten,456543,roman numeral,2395253,"roman , ten , gold",roman_numeral.n.01,47,21,300,78
ten,746547,roman numeral,2368412,"black , number , ten",roman_numeral.n.01,6,13,154,145
ten,1815739,clock,2346834,ten minutes to three,clock.n.01,17,14,334,200
ten,620946,hat,2367698,"cowboy , ten , gallon",hat.n.01,28,45,379,73
ten,159535,mound,2414122,"pitcher's , ten inches",mound.n.01,84,397,37,202
ten,4380321,building,2397808,"brown , ten story , beige",,398,490,0,0
ten,2354635,donuts,2368417,"piled , ten , different flavored",doughnut.n.02,306,346,6,161
ten,379178,surfer,2403983,"hanging ten , bent , brave , struggling",surfer.n.01,118,181,179,105
ten,905287,surfer,2345721,"surfing , hanging ten , balancing , standing",surfer.n.01,56,37,291,162
ten,1203123,vegetables,2395762,"green , different , ingredients , ten different kinds",vegetable.n.01,412,499,0,2
