word_en_translate,image_id,questions,que_and_anw_id,answers
do,2363043,what does the signal say,1693369,do not cross
do,2364691,what does the back sign say,695684,do not enter
do,2364804,what does the beige line mean,1729031,do not cross
owner,2374092,who put the wet tan dog in the bathtub,1919396,owner
owner,2350995,who is taking the picture,514777,owner
owner,2406289,who prefers the laptops black keys,1180697,owner
owner,2355535,who is holding the dog,511144,owner
owner,2394499,who is taking the picture,1443469,owner
owner,2360263,who is driving this car,251435,owner
owner,2365002,who is serving the dog,247653,owner
owner,2365446,who is with the dog,1742049,owner
owner,2366480,who parked the moped,1762454,owner
owner,2400953,who took the photo,538807,owner
owner,2372148,who might eventually let the dog in,1878480,owner
owner,2373144,who put the metal pots in front of the window in the kitchen,1899960,owner
owner,2375897,who took the photo,430793,owner
owner,2376737,who took the photo,430123,owner
owner,2381375,who took the photo,490474,owner
owner,2382636,who took the photo,425426,owner
owner,2400134,who is selling the building,1215113,owner
owner,2382816,who took the photo,425281,owner
owner,2386254,who took the photo,486576,owner
owner,2388487,who might have dressed the cat this way,1413944,owner
owner,2389634,who is the cat lying on,1544225,owner
owner,2398449,who is with the cats,1525497,owner
owner,2392586,who put the dog there,1560305,owner
owner,2396402,what is the seat for,1515655,owner
owner,2346945,who took this picture,837864,owner
owner,2338833,who took the photo,588434,owner
owner,2405938,who opened the door,1172176,owner
owner,2395942,who took the photo,222898,owner
owner,2413736,who owns the potted plant,1012968,owner
owner,2413467,who is taking a picture of the wall,1007407,owner
owner,2413465,who owns the brown bush in the garden,1007386,owner
owner,2413753,who is protecting the dog,1021398,owner
owner,2319083,who took the photo,903683,owner
owner,2321671,who took the photo,882982,owner
owner,2321702,who took the photo,882734,owner
owner,150396,who turned on the lamp,1003146,owner
owner,150394,who put the sheer peach curtains up,1003143,owner
owner,2322905,who tied up the dog,873112,owner
owner,2323859,who took the photo,865479,owner
owner,2326732,who took the photo,598086,owner
owner,2336397,what is he waiting for,460075,owner
owner,2412640,who put a collar on the cat,1129354,owner
owner,2411667,who dropped the red box off,1334518,owner
owner,2413895,who put the picture on the wall,1015797,owner
owner,2321246,who took the photo,886379,owner
owner,2320378,who took the photo,893328,owner
owner,2413755,who is taking the picture,1013297,the owner
owner,2379449,who would drive this boat,619897,its owner
owner,2376749,who took this picture,1972901,cat owner
owner,2387271,who made the bed,677621,the owner
would be,2360473,what would happen if the microwave falls into the water,571167,it would be ruined
would be,2402955,what is the name of the nose of a elephant,1272154,this would be a trunk
would be,2365712,how would you feel if your dog did this,566979,i would be very angry
would be,2402505,why is the cat wearing a necktie,1263787,a person thought it would be cute
would be,2406133,why was the clock placed on a tower,1176510,so it would be visible to many people
would be,2352932,why are the buildings lit up,577194,so people would be able to see while they are inside of them
would be,2376274,where are the holes,1963168,on the square where the toilet tank would be affixed normally
agreement,2321064,why are the men shaking hands,887839,in agreement
information,2335231,what is the sign for,719235,information
information,2391946,what is word at base of clock,1365555,information
information,2412418,why is there a mattress label,1124311,information
information,2365169,why is the sign there,631322,information
information,2402743,what is on the music stand,1267869,information
information,2392028,why is there a sign,609841,information
information,2334359,what will you find if you use the sign in the middle on the left,400143,information
information,2397379,what is on the plaque next to the bench,1457422,information
information,2414671,what is on the neck,139023,information
information,2414155,what is the white paint for,1024079,information
information,2413401,what is shown,1147579,information
information,2332338,why is the sign there,401766,information
information,2368650,what is in front of the motorcycle,1807187,an information
information,2328944,why are they hanging signs,852272,for information
information,2336484,what is to the right of sink,846241,information tag
information,2411537,why is there a paper in front of vase,1331663,for information
information,2363179,what is the sign used for,1696036,train information
information,2324315,what is below the clock,861832,information kiosk
information,107993,what is hanging from bike,997538,information sheet
information,2388892,what is in the background,1349013,information board
information,107993,what is white on bike,997574,information sheet
information,2414931,what is the plastic holder full of,1033778,information cards
information,2398145,what is the sign,1589980,information plate
information,2371751,what is on the sign,1870252,bit of information
information,2375002,what is beneath the clock,1937811,information sheets
information,2388496,what is posted next to the wooden pillars on the white walls,1413977,information boards
information,2398037,what is the plaque beside dolgoch sign,1398065,patent information
information,2389493,why is the sign there,547975,to show information
information,2388182,why are there letters on a board,1474951,to give information
information,2392373,why is there a sign,545675,to give information
information,2375074,what is on the monitors,1939178,terminal information
information,2397929,why are woman s thumbs on top of cellphones,1460396,choosing information
information,2390843,what is inside the clear plastic packaging,1487318,the information card
information,2364508,what is printed on the lower left hand corner of the photo,1723421,copyright information
information,2400078,what is the booklet behind the phone,1214002,an information booklet
information,2365520,what is in front of the motorcycle,1743488,an information placard
information,2363993,what is on the cube shaped structure,1712765,flyers and information
information,2394982,what is on the boards,1381891,information on animals
information,2414050,why is this display set up,1023013,to provide information
information,2357119,why are there green signs,381932,directional information
information,2410798,what is the sign behind the no bicycle parking sign,1316278,a gray information sign
information,2387564,what is hanging on the life jacket,1342145,safety information sheet
information,2395939,why is the computer in use,1578342,to search for information
information,2354846,what does the sign above the building read,767548,visitor information center
information,2410877,why are there monitors on the poles,1318026,to get transit information
information,2402166,what is the white shield shape on the building,1257219,information on the building
information,2373464,why is there writing on the side of the controller,1906353,it is regulatory information
information,2405374,what information does the sign offer,1158948,traffic and route information
information,2394982,what is in front of the child,1573122,information about the giraffe
information,2400323,where is the number on the bus,1219046,next to destination information
lets,2361068,what does the round turn handle on the metal attachment do,1654919,lets water through pipe
lets,2366817,how come the room is so bright,437949,a large window lets in light
gets,2408603,why does the silver dish have handles,187563,dish gets hot
gets,2331210,when will he get it back,722460,when mom gets it
gets,2401371,why do people use wood spoons to cook with,1242758,metal gets to hot
gets,2331316,when will the man get off of the skateboard,463042,when he gets tired
gets,2366902,when will the snow melt,246135,when it gets warmer
gets,2411648,when will the person ride the bike,163203,before it gets dark
gets,2342650,when will the zebra go to the water,713326,when it gets thirsty
gets,2358706,when are they going to sell the bike,764464,when he gets an offer
gets,2366353,when will the dog stop running,566460,after it gets the ball
gets,2349692,when will this man leave this bench,579779,when his wife gets here
gets,2318217,when will the man put the surfboard down,910614,when he gets on the sand
gets,150394,when will the curtains be closed,1003114,when it gets dark outside
gets,2331560,when will the window be rolled up,338400,when the driver gets back
gets,2322568,when will he hit the ball,875807,when it gets close enough
gets,2345937,why will they quit,453775,it gets dark or they tire
gets,150338,when will the curtains be closed,1001074,after it gets dark outside
gets,2328027,when the liquor bottles be used,788995,when a person gets a drink
gets,2366936,when will the game begin,437858,when she gets to the field
gets,2373918,when will the pigeon fly off,1916102,when the cat gets too close
gets,2406066,when will the plane appear to get bigger,207860,when it gets closer to land
gets,2337761,when can the luggage be opened,333432,when the cat gets off of it
gets,2412377,when will the train stop,157368,when it gets to the station
gets,2325967,when will the man get out of his seat,790649,after he gets off of the bus
gets,2351912,when will the elephant walk away,578003,after it gets through eating
gets,2323606,when will the woman put the umbrella down,867503,when she gets out of the rain
gets,2367707,when does the airplane take off,1786818,when the pilot gets clearance
gets,2395265,when will the man leave the ocean,799204,after he gets through surfing
gets,2395150,when will the train stop,1509707,when it gets to it s location
gets,2369391,when will the man put the surfboard down,691930,after he gets back to the sand
gets,2390318,when will the train stop,355379,when it gets where it is going
gets,2381583,when will the bus move,234382,when the bus driver gets there
gets,2346878,when will the train stop,390134,when it gets to its destination
gets,2369390,when will the man get off of the board,691934,after he gets back to the shore
gets,2373429,when will the train stop,624715,when it gets to the next station
gets,2378776,why are the lights on,428501,because it gets dark on the train
gets,2361118,when will the boy with the racket swing it,378736,when the ball gets a little closer
gets,2376011,when will the dog jump toward the frisbee,686629,when the frisbee gets close to him
gets,2376371,when is the little girl going to swing the racket,686344,when the ball gets near her racket
gets,2315386,when will the man get off of the skateboard,933264,when he gets tired of skateboarding
gets,2402099,when will the woman close the oven door,345945,after she gets the food out of the oven
gets,2364994,when will the woman leave the sidewalk,503583,after she gets through checking her bags
gets,2401136,when is the plane going to land,1237492,when it gets to the scheduled destination
gets,2372590,when will the man put the skateboard down,689373,when he gets tired of it being on his head
gets,2391630,when will the kitchen be used,674140,when the man or woman gets ready to cook food
gets,2364386,when will the animal get off of the shoe,759915,when it gets tired of being on top of the shoe
gets,2365395,when will the next batter get a turn,503262,when the current batter gets on base or is out
gets,2408581,when will the boy leave the bench,1063069,when his mama comes and gets him off of the bench
gets,2409739,when will the plate be picked up,1088559,when the man or woman gets ready to eat the pizza
gets,2387492,why does the fire hydrant have a long pole sticking up from it,1532904,so firefighters can locate if if it gets buried in snow
gets,2373353,what is happening,1904174,a man gets feet off the water while partiipating in activity
i,2402502,what letter is on the cup,1263710,i
i,2361475,what is the second letter in the first word on the blue sign,1662618,i
i,2358737,what letter is the q tip,1607261,i
i,2328113,what is the letter on the red part of the top sign,596989,i
i,2374122,what letter is visible in the symbol on the man in red s chest,240359,i
i,2391408,what interstate is to the right,1489858,i
i,2365646,what is the first letter on the bottom sign,1746048,i
i,2364160,what is the first yellow letter on the sign,1716357,i
i,2394066,what is the second letter of the top sign,1503440,i
i,2396057,what is the first word on the billboard,1387688,i m
i,2396057,what is the first word on the billboard,414765,i m
i,2402426,what is the first word on the man s shirt,1262185,i m
i,2361284,what is the writing on the plane,1659027,vx i
i,2365014,what words are on the board,1733289,i am
i,2351902,how many elephants do you see,258097,i see
i,2400693,who took the picture,539022,i did
i,2402539,what is written on the side of the helicopter,1264340,i cloo
i,2373593,what is covering the baby s head,1909121,i hood
i,2374660,what are the first two words,1931053,i love
i,2350716,where is the exit sign pointing,450310,east i
i,2394315,what are four letters in the square on the board,1569129,r l h i
i,2403447,what is the license plate number of the bus,728660,cuv i c
i,2394315,what initials are in the white squares on the board,1504806,r n l i
i,2391099,what four letters are on the front of the boat,1361259,r n l i
i,2376511,what letters appear on a white circle in the corner of the television set,1968317,e and i
i,2406873,who owns the building,1194635,m i bank
i,2366376,what is the person s right hand navigating,1760392,an i pad
i,2406873,what is the name of the bank in the background,201402,m i bank
i,150308,how many numbers do you see,1000225,i see two
i,2375904,where is the man,1955401,i the air
i,2369804,how are the giraffes s standing,1830656,i a group
i,2370602,what does it say on the hydrant,243173,i m horny
i,2370602,what two words are written in black ink on the fire hydrant,1845844,i m horny
i,2403705,what are the words on the umbrellas,1288454,i love dc
i,2402893,where is the heart,1270883,next to i
i,2403705,what do the umbrellas say,1288435,i love dc
i,2403705,what does the umbrella say,792454,i love dc
i,2386080,what does the closet sign say,293154,i love you
i,2389340,what is written on the slanted polaroid on the table,1479682,i love you
i,2350240,what phrase is written on the wall,323458,i like you
i,2376241,what would you say if i said there is corn on the plate,1962416,i d say ok
i,2341941,what does baby s onesie read,330089,i heart ny
i,2401174,what does the heart say,1238369,i love you
i,2406513,what does the card next to the pizza say,1186811,i love you
i,2401174,what does the heart say,1238381,i love you
i,2403705,what do the umbrellas say on them,1288450,i heart dc
i,2325101,what do the shorts say,855543,i love you
i,2362276,what do hearts say,1677910,i love you
i,2362276,what is on the red heart,1677911,i love you
i,2362276,what does the heart say,1677914,i love you
short,18,how is the man s hair,988861,short
short,2374431,what hairstyle does the person have,1925916,short
short,2374404,what length is the man s hair,1925284,short
short,2374316,how is the hair of the baby,1923553,short
short,2374150,how tall is the grass,688126,short
short,2374029,what length is the man s hair,1918273,short
short,2373985,what length is the both girl s hair,1917462,short
short,2373726,what size is the keyboard,1911902,short
short,2373573,what is the length of the grass long or short,1908665,short
short,2373522,how is the grass,1907611,short
short,2374435,how are the sofa legs,1926004,short
short,2373355,how can the grass be described,1904219,short
short,2373320,how long are their sleeves,307607,short
short,2373295,how long is the hair of the man,1902967,short
short,2373203,what is the woman s hair cut,1901116,short
short,2373203,what length is the woman s hair,1901124,short
short,2373193,what style is the woman s hair,1900950,short
short,2373186,how can the pasture be described,1900788,short
short,2373107,how can the boy in blue s hair be described,1899233,short
short,2373042,how long is the hair of the man,1897971,short
short,2373024,how is teh hair of the man,1897579,short
short,2373320,how long is their hair,307605,short
short,2372871,why is the woman standing on the toilet,689143,short
short,2374509,how is the woman s hair cut,1927677,short
short,2374644,what length are the sleeves on the shirt,1930691,short
short,2375833,what length of hair does the man have,1953859,short
short,2375780,how is the hair of the little boy,1952804,short
short,2375701,what length of hair does the man have,1951122,short
short,2375601,how is the man hair,1949136,short
short,2375587,what s the length of the tallest boy s hair,1948842,short
short,2375522,how is the woman s hair,1947548,short
short,2375517,how is the hair,1947452,short
short,2375469,how can the man s hair be described,1946595,short
short,2416224,how long is the man s hair,940941,short
short,2374639,what kind of hair does the woman have,1930570,short
short,2375344,what length is the girls hair,1944040,short
short,2375300,how short is her hair,299649,short
short,2375169,how can the dress be described,1940901,short
short,2375131,what length is the boys haircut,1940158,short
short,2375071,what length are the sleeves on the female tennis player s shirt,1939102,short
short,2375063,what kind of hair does the surfer have,1938952,short
short,2374979,what length is the man s hair,1937384,short
short,2374844,how is the man s hair,1934834,short
short,2374773,what length is the boy s hair,1933423,short
short,2374653,how is the surfboard,1930872,short
short,2375344,how long is the hair of the girl,1944053,short
short,2372861,what length is the child s hair,1894072,short
short,2372581,how long is the man s hair,1888051,short
short,2372509,how does this tree appear,1886348,short
short,2370852,what s the length of woman s hair,1851217,short
ok,2369051,what does the round button on the remote say,1815322,ok
ok,2366033,how the roads looks like,1753372,ok
ok,2413046,what is written on the top middle button,1139367,ok
ok,2362010,what does the graffiti on the ground say,1672642,yg ok
ok,2376241,what would you say if i said there is corn on the plate,1962416,i d say ok
ok,2394229,what is the right hand in the form of,1377376,the ok symbol
ok,2398675,what does the inside of the meter say,1593243,duncan eagle ok
ok,2404439,what does the lit image mean,1304666,it is ok to cross
ok,2396485,what does the traffic light indicate,1580922,it is ok to cross
ok,2377884,what does the sign say,813118,diagonal crossing ok
ok,2316780,what does the white sign say,922107,diagonal crossing ok
ok,2372680,why is the green light lit on the stop light,1890081,to indicate it s ok to go
ok,2339817,what does the sign say,469080,no dogs teacup poodles ok
ok,2351875,what does the green arrow mean,514076,it s ok to go straight now
ok,2404439,what does this sign mean,1304678,ok for pedestrians to cross the street
ok,2388046,what is orange,1411793,the arrow keys surrounding ok on the phone
over,2405727,how many people are shown,1168031,over
over,2407228,how many boats are in the water,1201910,over
over,2326758,how many flowers,406227,over
over,2404100,what number of cows are there,1296336,over
over,2374339,how many sheep are there,368159,over
over,2404581,what number of cows are there,1308153,over
over,2357923,how many people are there,253310,over
over,2405889,how many gulls are here,209276,over
over,2397171,how old one has to be to enter,1519079,or over
over,2397171,how old do you have to be to go through this door,1393234,or over
over,2406498,where is tennis racket,1186453,over net
over,2371069,where are the colorful flags,1855802,over bus
over,2387461,where is the pan black,1341513,all over
over,2395211,how many people do you see,671275,over six
over,2413112,where is canopy,1140960,over bed
over,2395210,how many signs do you see,671277,over two
over,2383847,how many carrots do you see,744345,over two
over,2375199,where are the brown spots on the giraffes,1941430,all over
over,2358708,where is the horse brown,1606576,all over
over,2404726,where is the black umbrella,1311431,over man
over,2359188,where is the bridge,636112,over lot
over,2392909,what type of semi is in the middle,1497911,cab over
over,2401140,where is the umbrella patterned,1237595,all over
over,2391606,where the left hand,1363707,over ear
over,2373234,where is the window,1901743,over tub
over,2416970,where is picture,946913,over bed
over,150494,where are the men in uniform,1005700,all over
over,2401553,where is the ground dry,1246520,all over
over,2373317,where is the boy,1903475,over bed
over,2408535,where is the man s hair messy,1062111,all over
over,2399218,where are the spots on the dog,1404604,all over
over,2406116,how is the egg cooked,1176044,over easy
over,2406278,what is woman in orange doing,1180442,bent over
over,2344387,how many people are in this picture,775909,over five
over,2393862,where is the person s right hand,1440502,over head
over,2324413,how is the girl on the left standing,861045,bent over
over,2393879,where is window,1502447,over roof
over,2369355,how is the man s body positioned,1821525,bent over
over,2392889,how is woman standing,1562026,bent over
over,2321300,where was the photo taken,970360,over food
over,2390492,how is the man standing,547184,bent over
over,2370454,what position is the rear zebra in,1842954,bent over
over,2345385,where is the mirror,839108,over sink
over,2346830,what happened to the fire hydrant,709982,fell over
over,2391640,how is the man s right arm positioned,1555112,over head
over,2406777,what position is the man in,1192675,bent over
over,2406777,how is the man positioned,1192659,bent over
over,2331949,how many horses do you see,657883,over five
over,2371646,what kind of eggs,1867992,over easy
over,2330921,how is the woman standing,338890,bent over
half,2416044,how much of the hot dog has been eaten,939502,half
half,2401513,how much of the canoe is pulled out of the river,1245678,half
half,2401771,how much of the glasses is showing,1250668,half
half,2369149,how full is the wastebasket,1817267,half
half,2369042,how much of the cake is eaten,1815188,half
half,2393169,how much of the hot dog is left,1563490,half
half,2402492,how much of the youtube video has played,1263484,half
half,2368317,what portion of one way street sign is shown,1800016,half
half,2402797,how full is the bowl,1269072,half
half,2367049,how much of the dish does the rice take up,1773532,half
half,2403413,what half of the car is shown,1282328,half
half,2365688,what is part of keyboard,1746847,half
half,2363079,how much of the banana is eaten,1694147,half
half,2405196,how full is the bottle,1155204,half
half,2405196,how full is the glass,1155202,half
half,2405290,how much of the sandwich is left,1157135,half
half,2361466,what amount of the sign is white,1662466,half
half,2361281,what is pizza sliced in,1658945,half
half,2361281,how is the pizza cut,1658956,half
half,2405706,how much sandwich is left,210741,half
half,2360970,how much of pizza is there,1652806,half
half,2406288,how full is the man s glass,206080,half
half,2360943,how much of the pizza has olives,1652170,half
half,2360573,how is the sandwich cut,1644504,half
half,2370674,how is the sandwich cut,1847294,half
half,2358920,how much of the door is shown,1611470,half
half,2401379,how much of the pizza is missing,1242922,half
half,2371436,how much pizza is eaten,1863600,half
half,2392957,how full is the cup,1498169,half
half,2392167,what portion of sandwich is on the plate,1433034,half
half,2394732,how much orange is missing from the peeled orange,1571720,half
half,2391574,what size serving of an orange is shown,1490618,half
half,2391115,what portion of the sandwich is shown,1488628,half
half,2390888,what quantity of the pizza pie is missing,1551428,half
half,2390879,what fraction is the top fruit cut in,1426716,half
half,2390789,how much of the donut has been eaten,1426234,half
half,2390601,what portion of main cake is shown,1549838,half
half,2389963,how much of the pizza is eaten,1354858,half
half,2396070,what type of pipe,1578967,half
half,2396774,what portion of banana is showing,1582293,half
half,2396925,how much water is in the left glass,797877,half
half,2388217,how full is the glass,420956,half
half,2376827,how much of the sandwich is left,1974326,half
half,2375775,how much pizza is left,1952714,half
half,2375365,how is the cabbage cut,1944540,half
half,2375365,how can you tell the cabbage is cut,1944547,half
half,2398071,how full is the coffee mug,1398255,half
half,2398606,how much of the cake was eaten,1464623,half
half,2400021,how full is the cup,1212895,half
half,2371449,how much sandwich is left,1863896,half
look,2366510,what is written on the street,694236,look
look,2342061,what word next to the arrow pointing toward the man in glasses,329996,look
look,2366510,what word is painted on the ground,1763146,look
look,2391753,why is he there,546174,to look
look,2338055,why is she there,525130,to look
look,2320528,why are the flowers on the table,892127,to look at
look,2390524,what expression is on the cat s face,1358155,stern look
look,2370812,why is the suitcase on the desk,1850323,to look at
look,2367755,what are the words behind the white arrow on the road,1787773,look right
look,2376305,what is written on the ground,814373,look right
look,2413422,what is the name of the restaurant,1006431,look ho ho
look,2345034,what are the windows for,519554,to look out
look,2407997,why are there windows,1050148,to look out
look,2324382,why are there magazines,861294,too look at
look,2398646,how can a person tell if time is a m or p m,1464843,look at sky
look,2377037,why is the building designed this way,1978328,modern look
look,2401539,why are there windows in the building,1246234,to look out
look,2397252,why does the lady have cat ears,1519413,to look cute
look,2370588,why does she wear those shoes,626995,to look sexy
look,2329754,why the mirror,531778,to look back
look,2370561,why is the man wearing a tie,1844997,to look nice
look,2408997,why is the plate rectangular,1072176,to look nice
look,2373477,what type of face is the man wearing,1906638,a solemn look
look,2404107,why is the tissue on the roll folded,728136,to look fancy
look,2364729,why is the bird s head in the oven,1727595,to look inside
look,2389242,why is there a crowd,1417448,look at planes
look,2376288,how do the people look,622431,they look calm
look,2360427,why does the plane have windows,1641474,to look out of
look,2377676,what type of look is on the man s face,1988714,a serious look
look,2358900,why is the cow wearing makeup,1610995,to look pretty
look,2407854,what does the yellow sign say other than stop,1047202,look for trains
look,2377813,why are there windows on the bus,1990652,to look through
look,2378166,what does the bottom sign say,748897,look for trains
look,2385474,why is the boy standing,487202,to look outside
look,2375331,what does the sign under the stop sign say,687173,look for trains
look,2372133,how do the kids look,561836,they look alert
look,2370852,why is she standing,562867,look at herself
look,2327657,why is the dog lying by the window,464858,to look outside
look,2391808,why is the dog in the window,610016,to look outside
look,2392704,what is the reason for the windows on the building,1560997,to look outside
look,2372637,how do the toothbrushes look,433391,they look clean
look,2355319,what is on the sign,383371,look for trains
look,2359119,why is the cat on the windowsill,380334,to look outside
look,2410987,why is she looking up,168494,to look at kites
look,2359371,what kind of look does the man have on his face,699945,a surprised look
look,2379675,why are the people near the planes,491837,to look up close
look,2370900,why are the people at the display,1852230,to look at bikes
look,2322542,why is the bird in the water,876017,to look for food
look,2390436,why are these men here,419190,to look at bikes
look,2377679,why is the bird flying,365484,to look for food
coming,2413868,what is the wave doing,145445,coming in
coming,2377704,what are the leaves doing on the green grass,1989180,fall is coming
coming,2413837,why is the cloud dark,145694,rain is coming
coming,2408182,why is the sky so dark and overcast,1054278,storm is coming
coming,2404909,why are there clouds in the sky,1149077,storm is coming
coming,2363781,what is happening to the back of the man s shirt,1708510,it is coming up
coming,2387758,why is the water white,1410288,waves coming in
coming,2393396,why are the railings down,1500205,train is coming
coming,2352603,why are the people looking out into the ocean,257532,big wave coming
coming,2411363,why is woman running,1327968,train is coming
coming,2363935,why is the car stopped,1711556,train is coming
coming,61548,what are the waves doing,992642,coming on shore
coming,2393396,when do the black and yellow poles go down,1500204,train is coming
coming,2364318,why is the ledge in bad shape,1719597,paint coming off
coming,2367255,why are the leaves falling,501769,winter is coming
coming,2412928,why is the grass turning yellow,1136469,autumn is coming
coming,2336038,why is the cars door open,398803,man is coming out
coming,2390663,why is there dark clouds,227112,a storm is coming
coming,2340636,why are the clouds grey,468945,a storm is coming
coming,2315680,who is the red light for,930912,on coming traffic
coming,2402463,why is the water washing up on shore,1262914,tide is coming in
coming,2398849,why are there clouds,1402868,a storm is coming
coming,2393364,why is the sky gray and white,1373098,a storm is coming
coming,2407964,why did surfers leave the surfboards on the beach,1049487,a storm is coming
coming,2405685,why are the signals not on,210905,no train is coming
coming,2396063,why is the boat coming to shore,222796,storm is coming in
coming,2326290,where is the man,726396,coming down a hill
coming,2359954,where is the smoke,1631684,coming from the jet
coming,2364743,where is the smoke,1727922,coming off the food
coming,2412131,where are the waves,1118217,coming to the shore
coming,2327604,why is sky so dark,853339,a storm is coming in
coming,2404061,where is the sunshine,1295414,coming in the window
coming,2393810,where is the spray,1375129,coming off the water
coming,2409177,where is the sun,182971,coming in the window
coming,2316581,where is the cord,923705,coming down the wall
coming,2336334,where is this scene,968163,coming down ski slope
coming,2373557,what are the skiers doing,1908356,coming down the slope
coming,2395076,what are all of the white lines caused by,1382494,cars coming and going
coming,2321052,why are the windows lit up,887930,sun is coming through
coming,2366830,what is the train doing,1769571,coming down the track
coming,2391376,where is the train,418454,coming down the track
coming,2364896,what is the wave doing,1730816,coming to a white cap
coming,2400912,where is the smoke,1232381,coming from the train
coming,2390405,why are the waves rolling,1548680,the tide is coming in
coming,2394307,what is the train doing,735971,coming down the tracks
coming,2372920,what is the bear doing,307735,coming up to the glass
coming,2392403,where is the yellow tail,1434240,coming off of the kite
coming,2375010,what is the train doing,1938003,coming down the tracks
coming,2325753,where is the trolley,598864,coming down the tracks
coming,2358445,where is the black wire,1600796,coming from green pole
ten,2376722,how many remotes are there,238275,ten
ten,2374496,how many people can be seen,431926,ten
ten,2373553,how many people are seen on the dirt field,560702,ten
ten,2373131,how many lights run along the top of the bar,688934,ten
ten,2372720,how many bats are there,301009,ten
ten,2372460,how many slices of tomatoes are there,301168,ten
ten,2321338,how many cows,885642,ten
ten,2371270,what number is on the guys shirt,690434,ten
ten,2371053,how many wheels are visible,562706,ten
ten,2370912,how many windows does the train have,562822,ten
ten,2416835,how big windows are across the walkway above,945832,ten
ten,2321383,how many horses,885287,ten
ten,2370267,what is the total quantity of signs on a post,1839251,ten
ten,2321691,how many pieces of glassware are shown,882820,ten
ten,2369639,how many giraffes are shown,371919,ten
ten,2321802,where is the short hand of the clock,881933,ten
ten,2368918,what amount of windows,1812687,ten
ten,2368777,how many rectangular panels make up the metal door,436413,ten
ten,2367756,how many serving dishes are there,437207,ten
ten,2367654,how many items are on the back of the truck on the right,501461,ten
ten,2366164,how many pairs of shoes are there,822490,ten
ten,2370559,how many books are there,371178,ten
ten,2376894,how many people are in the picture,494065,ten
ten,2376973,how many people are there,557969,ten
ten,2377318,how many dolls are there,365783,ten
ten,2390310,how many birds are in the photo,675197,ten
ten,2389322,what number is on the blue shirt,1417885,ten
ten,2388869,how many vehicles are there,612363,ten
ten,2388469,how many cars are in the picture,612683,ten
ten,2336240,what number is on the shirt of the closest ball player,334660,ten
ten,2387520,how many cabinet handles are visible,292165,ten
ten,2387039,how many ipods are in the picture,357992,ten
ten,2386873,how many flags are on the bus,550049,ten
ten,2386151,how many plates are pictured,678517,ten
ten,2385922,how many animals are in the picture,230912,ten
ten,2385742,how many years are being celebrated,231057,ten
ten,2384138,how many cell phones are on the table,360323,ten
ten,2383587,how many sandwiches are there in this table,744546,ten
ten,2382988,how many shelves have birdcages on them,617071,ten
ten,2382786,how many toothbrushes are there,745194,ten
ten,2381929,how many people are sitting at the middle table,617916,ten
ten,2381302,how many people are seated,234608,ten
ten,2380650,how many boats are in the lake,682929,ten
ten,2380339,how many people are in the photo,363356,ten
ten,2379143,how many people are there,236330,ten
ten,2377978,how many people are there,365248,ten
ten,2323398,what number is on the white uniform,869165,ten
